Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
West Bank and Gaza,PSE,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.13978577,,55.08021545,,54.25531769,,45.5026474,44.44444275,55.17241287,39.51219559,45.36585236,53.88349533,39.32038879,55.02392197,54.2857132,39.8104248,49.76303482,49.76303482,48.55769348,37.61904907,50.95238113,54.76190567,48.57143021,40.95238113,30.47619057,25.23809433,25
Pacific island small states,PSS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.83871078,,67.91443634,,69.6808548,,75.13227844,71.95767212,70.93595886,72.68292999,78.53658295,73.78640747,79.12621307,91.38755798,89.04762268,80.0947876,81.04265594,81.5165863,80.28845978,77.14286041,79.04762268,73.80952454,75.23809814,78.57142639,77.14286041,78.09523773,79.24528503
Romania,ROU,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.24731064,,33.15507889,,38.29787064,,40.74074173,42.8571434,44.82758713,48.78048706,49.26829147,51.45631027,52.91262054,48.80382919,45.23809433,45.97156525,44.54976273,47.86729813,51.92307663,51.90476227,51.42856979,51.42856979,48.09523773,47.61904907,51.42856979,51.42856979,55.6603775
Russian Federation,RUS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05376339,,21.39037514,,20.21276665,,20.63492012,25.39682579,23.64532089,21.46341515,19.02439117,16.5048542,12.13592243,11.00478458,13.33333302,15.63981056,15.16587639,15.63981056,17.30769157,15.71428585,21.4285717,16.66666603,19.52380943,23.80952454,19.04761887,19.52380943,19.3396225
Rwanda,RWA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.88171959,,29.94652367,,30.85106468,,31.74603081,35.44973373,40.39408875,31.70731735,49.75609589,57.28155518,60.19417572,60.76554871,68.09523773,68.2464447,71.5639801,72.03791809,75.4807663,70.47618866,70.47618866,71.42857361,69.04762268,67.14286041,67.61904907,70,70.28302002
South Asia,SAS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.07526779,,48.6631012,,50.53191376,,60.84656143,52.91005325,46.30541992,54.14634323,50.73170853,52.42718506,57.28155518,57.89473724,59.52381134,47.86729813,56.87203979,57.34597015,59.61538315,56.19047546,61.42856979,63.33333206,63.80952454,62.38095093,61.42856979,62.38095093,63.679245
Sudan,SDN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.989247322,,12.8342247,,14.89361668,,12.16931248,7.407407284,9.359605789,3.902439117,9.268292427,4.368932247,2.91262126,10.52631569,8.571428299,9.004739761,0.473933637,0.473933637,3.365384579,3.333333254,3.333333254,2.857142925,6.190476418,6.666666508,6.666666508,8.095237732,6.603773594
Senegal,SEN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1505394,,52.40641785,,53.72340393,,64.55026245,53.96825409,56.15763474,55.60975647,41.46341324,36.40776825,37.37863922,37.32057571,30.47619057,37.91469193,49.28910065,53.08057022,58.65384674,57.61904907,56.19047546,52.8571434,55.23809433,55.7142868,55.7142868,57.1428566,53.77358627
Singapore,SGP,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.31182861,,96.79144287,,97.34042358,,98.94179535,97.88359833,98.52217102,98.04878235,98.04878235,98.05825043,98.05825043,98.08612061,98.57142639,97.15639496,97.15639496,96.6824646,96.15384674,96.66666412,97.14286041,97.61904907,98.57142639,99.04762268,99.04762268,98.57142639,98.58490753
Solomon Islands,SLB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.05376434,,65.24063873,,61.17021179,,61.37565994,61.90476227,54.18719101,58.04878235,50.24390411,43.20388412,43.20388412,49.28229523,45.7142868,45.0236969,45.0236969,42.65402985,49.51922989,45.7142868,42.8571434,58.09523773,55.7142868,53.33333206,58.57143021,49.52381134,49.05660248
Sierra Leone,SLE,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.34408569,,30.48128319,,30.31914902,,27.51322746,19.57671928,21.67487717,13.65853691,16.5853653,19.41747665,16.9902916,18.66028786,23.33333397,20.85308075,17.53554535,19.9052124,15.86538506,22.8571434,20.95238113,32.8571434,35.7142868,36.19047546,39.52381134,36.19047546,32.54716873
El Salvador,SLV,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.50537682,,25.6684494,,29.78723335,,25.92592621,41.79894257,35.96059036,38.53658676,42.92683029,38.83495331,41.26213455,50.23923492,49.52381134,51.18483353,42.65402985,45.49763107,43.26922989,41.42856979,33.33333206,37.1428566,32.38095093,33.80952454,30.95238113,32.8571434,27.83018875
San Marino,SMR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.7142868,87.14286041,86.19047546,86.19047546,87.14286041,88.57142639,88.57142639,88.679245
Somalia,SOM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.376344204,,8.556149483,,5.851063728,,13.22751331,2.116402149,0,0,0,0,0,0,0,0,0,0,0,0.476190478,0.952380955,0.476190478,0,0.476190478,1.90476191,0.952380955,0.471698105
Serbia,SRB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.82795715,,6.41711235,,9.042552948,,23.28042412,39.15343857,35.46797943,42.43902588,46.82926941,45.14562988,47.57281494,48.32535934,47.1428566,49.28910065,45.49763107,46.44549942,50.48077011,46.19047546,42.38095093,41.90476227,40.47618866,37.61904907,37.1428566,35.7142868,35.37735748
Sub-Saharan Africa (excluding high income),SSA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4285717,14.21800995,5.213270187,2.843601942,0.480769217,0,0,0,0.476190478,0,0,0,0
Sub-Saharan Africa,SSF,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.66666412,,66.31015778,,64.89361572,,63.49206161,54.4973526,36.94581223,35.60975647,47.80487823,48.54368973,48.05825424,52.63158035,51.42856979,54.02843475,54.02843475,54.02843475,57.21154022,55.23809433,54.2857132,59.52381134,59.52381134,59.04761887,59.04761887,60.47618866,62.73584747
Suriname,SUR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.29032135,,62.56684494,,68.61701965,,65.07936859,66.66666412,61.57635498,60,55.12195206,56.79611588,56.79611588,49.76076508,46.66666794,49.76303482,46.44549942,48.81516647,40.38461685,49.04761887,44.76190567,48.57143021,46.19047546,39.04761887,36.19047546,39.04761887,39.15094376
Slovak Republic,SVK,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.90322495,,57.21924973,,62.23404312,,56.08465576,65.6084671,65.51724243,68.29268646,69.26829529,64.56311035,65.04854584,65.55023956,63.80952454,63.98104095,59.71564102,59.24170685,60.09615326,59.52381134,60.47618866,58.57143021,61.42856979,59.52381134,64.2857132,60,60.37735748
Slovenia,SVN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.72042847,,84.49198151,,77.12766266,,76.71957397,79.8941803,83.25122833,80,81.95121765,80.58252716,79.61164856,80.8612442,79.04762268,79.14691925,76.7772522,74.40758514,74.5192337,75.7142868,76.19047546,78.09523773,79.52381134,80,78.09523773,75.23809814,78.30188751
Sweden,SWE,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.92472839,,98.93048096,,98.93617249,,97.88359833,97.35449982,97.53694916,97.56097412,98.53658295,98.54368591,97.57281494,99.0430603,99.04762268,98.57820129,99.05213165,98.57820129,97.59615326,98.09523773,98.09523773,98.09523773,98.09523773,98.09523773,98.09523773,97.61904907,97.64151001
Eswatini,SWZ,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.60214996,,56.6844902,,55.31914902,,55.55555725,58.20105743,49.26108551,48.29268265,55.60975647,56.31068039,58.25242615,58.37320709,56.19047546,53.55450058,51.18483353,51.18483353,50,50.47618866,48.09523773,54.2857132,46.66666794,42.8571434,44.76190567,27.1428566,26.88679314
Sint Maarten (Dutch part),SXM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5806427,,71.65775299,,71.80850983,,75.66137695,75.13227844,71.92118073,66.34146118,66.34146118,67.96116638,73.30097198,72.24880219,72.38095093,72.51184845,72.51184845,71.5639801,70.67308044,82.38095093,81.90476227,80,80,84.2857132,89.52381134,91.90476227,94.3396225
Syrian Arab Republic,SYR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89247322,,23.52941132,,15.42553234,,42.8571434,24.86772537,22.66009903,20.97560883,18.53658485,16.9902916,13.5922327,16.26794243,12.85714245,13.27014256,10.42654037,8.530805588,1.442307711,1.90476191,1.90476191,2.380952358,1.428571463,1.428571463,0.476190478,0.476190478,0.943396211
Turks and Caicos Islands,TCA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.225806475,,1.604278088,,2.659574509,,3.703703642,2.645502567,2.955665112,0.975609779,5.365853786,3.398058176,1.45631063,2.392344475,2.380952358,3.791469097,2.369668245,3.317535639,6.25,5.238095284,4.285714149,4.761904716,7.142857075,6.190476418,6.190476418,4.761904716,4.716980934
East Asia & Pacific (IDA & IBRD countries),TEA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1935482,,27.27272797,,29.2553196,,30.15872955,19.04761887,19.21182251,20,15.60975647,17.47572899,17.47572899,17.22488022,17.1428566,17.06161118,16.11374474,15.16587639,18.26922989,25.7142849,27.1428566,25.7142849,25.23809433,26.19047546,26.66666603,27.61904716,27.35848999
Thailand,THA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.16128922,,51.3368988,,48.40425491,,44.44444275,51.32275009,48.27586365,50.73170853,40,40.29126358,38.83495331,46.41148376,43.33333206,44.54976273,43.60189438,44.54976273,37.01922989,35.23809433,39.04761887,41.42856979,39.04761887,35.7142868,35.23809433,34.76190567,35.84905624
Tajikistan,TJK,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.913978577,,4.812834263,,5.319149017,,6.878306866,8.465608597,7.38916254,12.19512177,16.09756088,15.04854393,9.223300934,6.698564529,4.761904716,7.109004974,6.635071278,7.109004974,12.01923084,11.90476227,11.90476227,8.095237732,6.666666508,9.047618866,8.095237732,6.666666508,6.13207531
Turkmenistan,TKM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.59139824,,15.50802135,,12.76595783,,11.11111069,12.6984129,8.374383926,5.853658676,3.414634228,2.427184582,3.398058176,1.435406685,1.90476191,1.895734549,3.791469097,7.582938194,10.57692337,10.47619057,6.190476418,7.142857075,7.619047642,7.619047642,5.714285851,5.714285851,5.660377502
Latin America & the Caribbean (IDA & IBRD countries),TLA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.20634842,48.14814758,43.34975433,34.63414764,33.17073059,30.09708786,31.55339813,22.48803902,24.2857151,22.27488136,27.01421738,27.96208572,36.05769348,35.7142868,34.2857132,34.76190567,36.19047546,40.47618866,42.8571434,50.95238113,46.69811249
Middle East & North Africa (IDA & IBRD countries),TMN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.63546753,5.365853786,3.902439117,14.0776701,29.12621307,28.22966576,47.61904907,46.91942978,47.39336395,49.28910065,49.03845978,40,38.57143021,50,54.2857132,42.38095093,42.38095093,37.1428566,38.20754623
South Asia (IDA & IBRD),TSA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.64516449,,73.79679108,,64.36170197,,58.20105743,59.25925827,55.6650238,57.07316971,52.68292618,55.82524109,55.3398056,57.4162674,52.8571434,54.50236893,53.55450058,50.23696518,39.42307663,44.2857132,45.23809433,42.8571434,41.90476227,47.1428566,48.09523773,46.19047546,40.56603622
Tunisia,TUN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.48387146,,41.71123123,,44.68085098,,65.6084671,60.31745911,56.65024567,54.63414764,56.5853653,54.36893082,53.39805984,56.93779755,53.80952454,56.87203979,57.34597015,56.87203979,55.76922989,54.2857132,52.8571434,50.95238113,53.33333206,50.95238113,50.95238113,46.66666794,47.64151001
Turkiye,TUR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.61290359,,45.45454407,,46.80850983,,34.92063522,49.73545074,50.24630356,56.09756088,57.56097412,59.22330093,61.16504669,60.28708267,59.04761887,58.76777267,61.6113739,60.66350555,53.84615326,52.38095093,50,48.09523773,42.8571434,43.33333206,41.90476227,39.52381134,34.90565872
Tuvalu,TUV,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.84729004,53.17073059,54.63414764,50.48543549,51.45631027,52.1531105,49.04761887,50.71089935,45.97156525,43.12796021,57.69230652,55.7142868,58.09523773,57.1428566,57.61904907,65.23809814,66.66666412,73.80952454,73.58490753
Tanzania,TZA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.56989288,,27.80748749,,27.12765884,,24.86772537,28.04232788,33.00492477,33.17073059,48.29268265,47.08737946,40.77669907,39.71291733,35.7142868,33.64928818,26.06635094,22.74881554,25.48077011,27.1428566,34.76190567,40,38.57143021,38.57143021,39.04761887,40,43.39622498
Uganda,UGA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.95698929,,18.71657753,,14.36170197,,14.28571415,17.46031761,24.13793182,21.95121956,23.90243912,20.38834953,20.87378693,19.61722565,18.5714283,18.95734596,17.06161118,13.27014256,12.98076916,13.33333302,12.85714245,13.80952358,13.80952358,11.4285717,16.19047546,16.19047546,16.50943375
Ukraine,UKR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44085979,,4.278074741,,11.17021275,,9.523809433,16.40211678,16.25615692,24.87804794,24.87804794,21.35922241,19.90291214,15.31100464,16.19047546,14.69194317,12.32227516,10.90047359,14.42307663,13.80952358,19.04761887,20.95238113,17.61904716,24.76190567,22.8571434,24.2857151,29.24528313
Upper middle income,UMC,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.25806427,,82.88770294,,82.44680786,,82.01058197,82.53968048,81.28078461,81.95121765,83.9024353,88.83495331,89.80582428,84.68899536,85.7142868,87.67772675,88.62559509,89.57346344,89.90384674,89.04762268,89.04762268,88.09523773,86.66666412,88.09523773,89.04762268,91.42857361,91.98113251
United States,USA,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.39785004,,91.97860718,,92.02127838,,92.59259033,92.06349182,92.61083984,91.70731354,90.73170471,90.77669525,91.74757385,85.16746521,84.76190186,84.8341217,89.09952545,88.1516571,89.42308044,89.52381134,90,88.57142639,88.09523773,87.61904907,81.90476227,82.85713959,82.54717255
Uzbekistan,UZB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9032259,,11.22994614,,12.23404217,,19.57671928,18.51851845,13.79310322,9.756097794,17.07317162,15.53398037,14.56310654,5.263157845,4.285714149,2.843601942,4.265402794,8.056872368,9.615385056,8.571428299,10.95238113,11.90476227,12.85714245,15.23809528,15.71428585,22.38095284,24.52830124
St. Vincent and the Grenadines,VCT,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.56157684,82.43902588,79.51219177,79.12621307,82.5242691,83.73205566,81.90476227,81.99052429,80.0947876,80.0947876,74.03845978,73.33333588,72.38095093,75.23809814,77.14286041,77.14286041,79.04762268,77.61904907,77.35848999
"Venezuela, RB",VEN,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.58064461,,22.45989227,,32.97872162,,10.58201027,10.05290985,17.24137878,16.09756088,15.1219511,12.62135887,11.1650486,10.04784679,8.095237732,11.84834099,8.056872368,6.161137581,4.807692528,4.761904716,7.142857075,6.666666508,4.285714149,3.809523821,3.333333254,1.90476191,1.886792421
British Virgin Islands,VGB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.90640259,77.56097412,76.5853653,76.69902802,77.1844635,77.03349304,77.14286041,75.82938385,76.30331421,76.7772522,72.11538696,69.52381134,69.04762268,70,71.90476227,70.47618866,56.66666794,54.76190567,54.71697998
Viet Nam,VNM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.09677505,,38.5026741,,36.17021179,,35.44973373,39.68254089,26.60098457,25.85365868,25.36585426,31.55339813,28.64077759,35.40670013,31.4285717,32.70142365,35.54502487,38.3886261,41.82692337,40.47618866,36.66666794,30.47619057,35.23809433,32.8571434,41.42856979,45.7142868,45.75471878
Vanuatu,VUT,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.36559296,,61.4973259,,62.76595688,,62.9629631,64.02116394,52.70935822,63.90243912,60.97560883,63.10679626,66.50485229,67.94258118,65.23809814,66.35070801,67.29857635,64.45497894,68.2692337,53.33333206,53.80952454,56.19047546,49.52381134,45.7142868,47.1428566,53.33333206,53.30188751
World,WLD,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.45161438,,54.54545593,,56.38298035,,54.4973526,56.08465576,49.75369644,60.48780441,65.85366058,65.53398132,63.59223175,61.7224884,61.90476227,61.6113739,61.13743973,62.55924225,65.38461304,63.80952454,63.33333206,72.85713959,73.80952454,72.38095093,76.19047546,70.47618866,69.81131744
Kosovo,XKX,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.55319214,,68.25396729,38.62434006,45.32019806,38.04878235,37.56097412,27.6699028,32.03883362,32.53588486,31.90476227,32.22748947,30.33175278,31.27962112,36.53845978,34.76190567,40.47618866,38.09523773,33.80952454,33.33333206,35.7142868,43.80952454,47.16981125
"Yemen, Rep.",YEM,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.41935539,,17.11229897,,17.02127647,,19.04761887,13.75661373,13.30049229,19.02439117,23.4146347,22.3300972,22.3300972,14.35406685,9.523809433,5.687203884,7.582938194,9.004739761,0.961538434,2.857142925,0.476190478,1.428571463,0.952380955,0.952380955,0.952380955,1.428571463,1.415094376
South Africa,ZAF,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.34408569,,72.72727203,,70.21276855,,67.19577026,64.55026245,69.45812988,69.26829529,69.75609589,61.65048599,62.13592148,61.24401855,61.42856979,57.34597015,53.08057022,54.50236893,54.32692337,54.76190567,57.1428566,52.38095093,52.38095093,54.2857132,53.33333206,53.80952454,44.81132126
Zambia,ZMB,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7311821,,26.73796844,,26.59574509,,29.62962914,33.33333206,31.03448296,34.14634323,35.60975647,40.77669907,41.74757385,38.2775116,37.61904907,42.18009567,47.86729813,46.91942978,45.19230652,43.80952454,41.42856979,34.2857132,28.09523773,27.61904716,26.19047546,25.7142849,34.43396378
Zimbabwe,ZWE,Control of Corruption: Percentile Rank,CC.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8494606,,37.43315506,,10.63829803,,7.407407284,6.878306866,8.866994858,7.317073345,4.390244007,2.91262126,3.883495092,3.349282265,2.857142925,2.369668245,1.895734549,2.369668245,4.326922894,6.666666508,9.523809433,9.523809433,10,10,10,10,8.490566254
